CTR Code,order date,region,country,promotion_category,promotion_theme,product,sku,part_no,position,make_model,qty,unit_price,amount,currency,target,sell_type,customer,Customer_No
CE0342L,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0342L,56820-D3500 56820-D3600,FRONT L,KIA | SPORTAGE (NQ5) 2021-,9,6.93,62.37,USD,B2B,SELL-IN,ROSSKO KZ,287584
CE0787,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0787,45046-09570 45046-19405,FRONT R,TOYOTA | COROLLA (ZRE151) 2007-2014,1,6.27,6.27,USD,B2B,SELL-IN,ROSSKO KZ,287584
CE0872L,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0872L,45470-09200 45470-39365,FRONT L,TOYOTA | CAMRY (ASV70) 2017-,10,8.16,81.6,USD,B2B,SELL-IN,ROSSKO KZ,287584
CE0940L,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0940L,56820-N9000,FRONT L,HYUNDAI | TUCSON (NX4E) 2020-,11,7.36,80.96,USD,B2B,SELL-IN,ROSSKO KZ,287584
CE0940R,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0940R,56825-N9000,FRONT R,HYUNDAI | TUCSON (NX4E) 2020-,9,7.36,66.24,USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0593,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0593,48840-42010,REAR L,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",15,3.29,49.35,USD,B2B,SELL-IN,ROSSKO KZ,287584
CR0282,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0282,56540-0U500,FRONT,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",8,5.46,43.68,USD,B2B,SELL-IN,ROSSKO KZ,287584
CR0641,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0641,45503-49165,FRONT,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",8,5.81,46.48,USD,B2B,SELL-IN,ROSSKO KZ,287584
CR0666,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0666,45503-49125,FRONT,LEXUS | RX 300 (MCU35) 2003-2008,15,6.51,97.65,USD,B2B,SELL-IN,ROSSKO KZ,287584
CR0808,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0808,56540-L1000,FRONT,HYUNDAI | SONATA (DN8) 2020-,11,5.73,63.03,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0042,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0042,96550057,REAR,DAEWOO | GENTRA (48) 2013-,11,1.4,15.4,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0149,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0149,54551-1J000 54551-4L000 / 54551-4L000 54551-1J000,FRONT LOWER,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",41,1.32,54.12,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0554,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0554,FOR 48760-42010 FOR 48780-42010,REAR,TOYOTA | RAV 4 (ACA30) 2006-2013,13,2.18,28.34,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0559,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0559,48818-60040,REAR,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,35,1.01,35.35,USD,B2B,SELL-IN,ROSSKO KZ,287584
PL0086,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0086,48830-06070 48830-33040,REAR,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,2,5.38,10.76,USD,B2B,SELL-IN,ROSSKO KZ,287584
PL0555,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0555,48830-06030 48830-48010 / 48830-48010,REAR,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,4,5.79,23.16,USD,B2B,SELL-IN,ROSSKO KZ,287584
PL0557,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0557,48820-28050,FRONT,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,6,5.61,33.66,USD,B2B,SELL-IN,ROSSKO KZ,287584
PL0586,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0586,48820-02070 48820-42030,FRONT,TOYOTA | COROLLA (ZRE151) 2007-2014 / TOYOTA | RAV 4 (ACA30) 2006-2013,6,6.26,37.56,USD,B2B,SELL-IN,ROSSKO KZ,287584
PL0597,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0597,48820-06070 48820-33040 / 48820-33040,FRONT,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,6,5.95,35.7,USD,B2B,SELL-IN,ROSSKO KZ,287584
CB0426,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0426,43330-09580 43330-39845 / 43330-09580 43330-39775 43330-39845,FRONT LOWER R,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,64,6.61,423.04,USD,B2B,SELL-IN,ROSSKO KZ,287584
CB0427,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0427,43340-09100 43340-39605 / 43340-09100 43340-39545 43340-39605,FRONT LOWER L,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,64,6.61,423.04,USD,B2B,SELL-IN,ROSSKO KZ,287584
CB0432,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0432,FOR 48068-60010 FOR 48069-60010,FRONT LOWER,TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,40,6.74,269.6,USD,B2B,SELL-IN,ROSSKO KZ,287584
CE0733R,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0733R,45460-39615,FRONT R,TOYOTA | CAMRY (MCV30) 2001-2006,60,5.57,334.2,USD,B2B,SELL-IN,ROSSKO KZ,287584
CE0816R,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0816R,45460-80005,FRONT R,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019,15,7.32,109.8,USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0241,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0241,96403100,FRONT R,DAEWOO | GENTRA (48) 2013-,12,3.03,36.36,USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0250,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0250,95299172,FRONT,CHEVROLET | COBALT (69) 2013-,324,4.84,"1,568.16",USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0311,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0311,54830-F2000 54830-F2000,FRONT,HYUNDAI | ELANTRA (AD) 2016-2020,36,4.38,157.68,USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0555,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0555,48830-06030 48830-48010 / 48830-48010,REAR,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,72,3.93,282.96,USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0557,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0557,48820-28050,FRONT,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,132,4.12,543.84,USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0574,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0574,48820-60050,FRONT R,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009- / TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,80,4.8,384,USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0575,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0575,48810-60040,FRONT L,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009- / TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,80,4.8,384,USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0586,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0586,48820-02070 48820-42030,FRONT,TOYOTA | COROLLA (ZRE151) 2007-2014 / TOYOTA | RAV 4 (ACA30) 2006-2013,80,4.9,392,USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0597,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0597,48820-06070 48820-33040 / 48820-06070 48820-33040 48820-33070,FRONT,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,372,4.09,"1,521.48",USD,B2B,SELL-IN,ROSSKO KZ,287584
CL0749,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0749,48820-06110,FRONT,TOYOTA | CAMRY (ASV70) 2017-,24,5.38,129.12,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0439,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0439,48068-33070 48068-33070,FRONT LOWER,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,336,4.03,"1,354.08",USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0469,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0469,48654-60030,FRONT LOWER,TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,96,3.97,381.12,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0471,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0471,48632-60040 / 48632-60020,FRONT UPPER,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009- / TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,128,3.07,392.96,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0480,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0480,48815-33090,FRONT,TOYOTA | CAMRY (MCV30) 2001-2006,192,0.83,159.36,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0483,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0483,48818-33100 / 48818-12170,REAR,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,512,0.65,332.8,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0538,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0538,48815-33100,FRONT,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011 / TOYOTA | CAMRY (MCV30) 2001-2006,320,1.0,320,USD,B2B,SELL-IN,ROSSKO KZ,287584
GV0574L,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0574L,48815-42090,FRONT L,TOYOTA | RAV 4 (ACA30) 2006-2013,64,1.48,94.72,USD,B2B,SELL-IN,ROSSKO KZ,287584
GK1026,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BRAKE PAD ASSY,GK1026,04465-YZZCN,FRONT,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",6,7.54,45.24,USD,B2B,SELL-IN,ROSSKO KZ,287584
GK1033,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BRAKE PAD ASSY,GK1033,446533260,FRONT,TOYOTA | CAMRY (MCV30) 2001-2006,30,6.37,191.1,USD,B2B,SELL-IN,ROSSKO KZ,287584
GK1069,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BRAKE PAD ASSY,GK1069,04466-YZZC4,REAR,LEXUS | RX 300 (MCU35) 2003-2008,5,7.12,35.6,USD,B2B,SELL-IN,ROSSKO KZ,287584
CB0162,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0162,96490218,FRONT LOWER,DAEWOO | GENTRA (48) 2013-,10,4.29,42.9,USD,B2B,SELL-IN,PHAETON KZ LLP,200323
CL0308,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0308,55530-D3000 55540-D3000,REAR,KIA | SPORTAGE (NQ5) 2021-,10,6.07,60.7,USD,B2B,SELL-IN,PHAETON KZ LLP,200323
GV0149,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0149,54551-1J000 54551-4L000 / 54551-4L000 54551-1J000,FRONT LOWER,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",20,1.29,25.8,USD,B2B,SELL-IN,PHAETON KZ LLP,200323
GV0554,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0554,FOR 48760-42010 FOR 48780-42010,REAR,TOYOTA | RAV 4 (ACA30) 2006-2013,34,2.13,72.42,USD,B2B,SELL-IN,PHAETON KZ LLP,200323
GV0573,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0573,54813-1W100,FRONT,"KIA | RIO (QBR,UB) 2011-2017",28,1.07,29.96,USD,B2B,SELL-IN,PHAETON KZ LLP,200323
GV1087,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV1087,48655-60050,FRONT LOWER,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,16,4.88,78.08,USD,B2B,SELL-IN,PHAETON KZ LLP,200323
GV1088,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV1088,48654-60050,FRONT LOWER,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,16,3.84,61.44,USD,B2B,SELL-IN,PHAETON KZ LLP,200323
GV1098,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV1098,FOR 48710-35050,REAR UPPER,TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,16,2.48,39.68,USD,B2B,SELL-IN,PHAETON KZ LLP,200323
GV1128,2026-03-23,CIS,카자흐스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV1128,FOR 48740-60160 / 48706-60060 FOR 48740-35040,REAR,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009- / TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,16,2.17,34.72,USD,B2B,SELL-IN,PHAETON KZ LLP,200323
CB0186,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0186,54530-25000,FRONT LOWER,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",10,3.75,43.36,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0205,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0205,54530-0U000,FRONT LOWER,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",20,4.2,97.12,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CL0592,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0592,48830-42010,REAR R,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",6,3.17,21.99,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CL0593,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0593,48840-42010,REAR L,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",6,3.17,21.99,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CR0808,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0808,56540-L1000,FRONT,HYUNDAI | SONATA (DN8) 2020-,10,5.6,64.75,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
GV0342,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0342,54813-1W000,FRONT,"KIA | RIO (QBR,UB) 2011-2017",20,0.94,21.74,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
GV0555,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0555,48730-42040,REAR,TOYOTA | RAV 4 (ACA30) 2006-2013,10,1.98,22.89,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
GV0559,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BUSH AM,GV0559,48818-60040,REAR,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,2,0.98,2.27,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
PL0241,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0241,96403100,FRONT R,DAEWOO | GENTRA (48) 2013-,2,4.54,10.5,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
PL0242,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0242,96403099,FRONT L,DAEWOO | GENTRA (48) 2013-,2,4.54,10.5,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
PL0291,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0291,54830-0U000 54830-4L000 / 54830-0U000 54830-2V000 54830-4L000,FRONT,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",2,5.91,13.67,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
PL0311,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0311,54830-F2000,FRONT,HYUNDAI | ELANTRA (AD) 2016-2020,2,5.92,13.69,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0210L,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0210L,54530-D3000 54530-D7000,FRONT LOWER L,KIA | SPORTAGE (NQ5) 2021-,400,6.55,"3,029.38",USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0210R,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0210R,54530-D3100 54530-D7100,FRONT LOWER R,KIA | SPORTAGE (NQ5) 2021-,400,6.55,"3,029.38",USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0226,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0226,54530-2K000,FRONT LOWER,"KIA | RIO (QBR,UB) 2011-2017",30,4.72,163.73,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0393,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0393,43330-19115,FRONT LOWER,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",210,5.35,"1,299.05",USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0402L,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0402L,43340-09020 43340-29175 / 43340-29175 43340-29215,FRONT LOWER L,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,400,6.48,"2,997.00",USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0402R,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0402R,43330-09180 43330-29405 / 43330-29405 43330-29615,FRONT LOWER R,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,240,6.48,"1,798.20",USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0418,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0418,43330-09A40 43330-19245 43330-19275 / 43330-09630 43330-19245 / 43330-49095 43330-49215,FRONT LOWER,TOYOTA | CAMRY (ASV70) 2017- / TOYOTA | COROLLA (ZRE151) 2007-2014 / TOYOTA | RAV 4 (ACA30) 2006-2013,304,6.99,"2,456.99",USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0426,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0426,43330-09580 43330-39845 / 43330-09580 43330-39775 43330-39845,FRONT LOWER R,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,208,6.38,"1,534.39",USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0427,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0427,43340-09100 43340-39605 / 43340-09100 43340-39545 43340-39605,FRONT LOWER L,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,208,6.38,"1,534.39",USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0432,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0432,FOR 48068-60010 FOR 48069-60010,FRONT LOWER,TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,40,6.79,314.04,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
CB0444,2026-03-23,CIS,키르기스스탄,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0444,FOR 48068-60040 FOR 48069-60040,FRONT LOWER,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,20,7.13,164.88,USD,B2B,SELL-IN,ALLIANCE-MOTORS LLC,200380
